,t0,m0,mw,x,y,z,area,dt,te
135448,2.52405E+12,1.64E+22,8.743089,2367121,6400368,-43227.23667,65554341544,97.50195313,5.25238E+14
135450,2.52418E+12,8.18E+21,8.542004,2652640.667,7131400.667,-38827.74667,34358994741,50.44042969,4.27128E+14
135536,2.52584E+12,6.68E+21,8.483112,2547387,6773098.333,-42022.7,27380278346,41.42578125,2.27645E+14
135685,2.5288E+12,1.06E+22,8.618014,2607590,6951101.667,-42040.28333,41265598070,66.57714844,3.82505E+14
135963,2.53297E+12,1.59E+22,8.734216,2512513.333,6689555,-41400.17333,62033091354,66.91894531,5.03031E+14
135981,2.5332E+12,9.52E+21,8.585824,2627511.667,7056619,-43704.95667,37521449490,54.86572266,5.21978E+14
136099,2.53593E+12,1.80E+21,8.103728,1815328.333,5407391.333,-15304.24667,9865869791,21.10595703,4.43649E+13
136240,2.538E+12,1.27E+22,8.668769,2628135.667,7005424,-37696.31,48524616703,60.72363281,4.82379E+14
136510,2.54151E+12,7.04E+21,8.498471,2405196.667,6463541.667,-37496.15,30356974923,40.82714844,2.2879E+14
136641,2.54306E+12,9.84E+21,8.595311,2676398,7203191,-43650.19667,35841219458,43.43408203,6.7103E+14
136667,2.54333E+12,4.94E+22,9.062365,2265172.333,6194328,-45774.21333,1.43827E+11,172.0620117,1.57E+15
136711,2.54373E+12,1.15E+22,8.639288,2556053,6688120.333,-20855.42667,42355774913,51.35888672,4.12222E+14
136724,2.54377E+12,1.27E+22,8.669833,1878225,5423052.667,-11018.9,38103210940,68.61816406,3.60508E+14
136819,2.54687E+12,1.07E+22,8.620369,2610765.667,6961692.333,-41761.51,39711478737,54.68505859,4.21009E+14
136936,2.54965E+12,9.37E+21,8.581075,1721057,5374984.333,-20796.1,36233171464,38.85009766,3.1248E+14
137086,2.55184E+12,1.87E+22,8.780856,2555579.667,6780982.667,-38854.10333,69023538411,85.40234375,6.26418E+14
137238,2.55418E+12,1.82E+22,8.773935,2671129,7193372.667,-43713.13333,65514879340,72.68261719,9.16535E+14
137455,2.55971E+12,4.94E+21,8.395602,2388138.333,6412428.333,-33755.03,20813630669,35.65966797,1.72477E+14
137688,2.56231E+12,3.63E+22,8.973516,2595985.667,6788870,-21512.28,1.2469E+11,96.02148438,1.39E+15
137892,2.5675E+12,1.83E+22,8.775463,1811879.667,5484666.333,-21705.07,48193645936,46.45800781,6.1813E+14
138104,2.57023E+12,1.29E+22,8.674044,2603595.667,6864290.667,-29113.33333,53014735223,69.95117188,4.44449E+14
138151,2.57101E+12,2.11E+21,8.149543,2075697.667,5708851,-9300.063333,11003700629,38.66064453,4.94925E+13
138211,2.57182E+12,1.66E+22,8.745898,2680112.333,7119753,-24518.71333,52905063377,54.83886719,9.43525E+14
138419,2.57552E+12,3.15E+22,8.932479,2433747.667,6533325,-42646.47333,1.07226E+11,129.9624023,1.08E+15
138579,2.57818E+12,1.45E+22,8.707405,2528763,6731884.333,-43154.46667,59450177986,82.05664063,4.76118E+14
138642,2.5796E+12,9.15E+21,8.574357,2649408.667,7094049.333,-35400.37,36709585010,62.48730469,4.44503E+14
138715,2.58218E+12,1.27E+21,8.003097,2618858.667,7007140,-43440.97333,8684424982,24.390625,5.47717E+13
139066,2.58691E+12,3.76E+22,8.983098,2602988.333,6923873.667,-40041.03,1.33877E+11,112.0668945,1.39E+15
139068,2.58701E+12,9.43E+21,8.58296,1695349.667,5341562.667,-19034.41,34173491459,39.3828125,3.60779E+14
139471,2.59479E+12,2.52E+22,8.867856,2627210.333,7041221.667,-42465.43,89163576102,95.48632813,1.08E+15
139564,2.59647E+12,8.96E+21,8.568323,2500606.667,6645803.667,-36246.06333,36984409399,49.14404297,2.74463E+14
139606,2.59747E+12,3.67E+22,8.976202,1944808.667,5414308,-5856.115667,94844322906,118.3125,1.06E+15
139625,2.59777E+12,8.33E+21,8.547087,2375113,6412970,-41586.26,32576063414,49.3046875,3.07643E+14
139835,2.60205E+12,1.12E+22,8.63319,2618858.667,7007140,-43440.97333,45384463529,70.24804688,5.67109E+14
139923,2.60329E+12,1.58E+22,8.733262,2595680.667,6917922,-43652.47333,59491071591,92.86572266,5.58402E+14
140156,2.60775E+12,2.12E+22,8.817525,2291727.667,6231327.333,-41200.02333,69180387575,92.13476563,7.75933E+14
140203,2.6084E+12,2.66E+21,8.216686,2615845.667,6981220.333,-41761.63667,15850173025,40.24462891,7.80994E+13
140241,2.60879E+12,1.23E+22,8.66034,2447546.333,6554084,-40964.84333,44364143324,43.69238281,4.55271E+14
140320,2.61027E+12,8.48E+21,8.552266,2666609,7131992.667,-32276.11333,33557960466,43.32080078,4.19313E+14
140352,2.61097E+12,1.27E+22,8.669777,2540122.333,6754281,-41887.79333,49767435772,75.34179688,4.49652E+14
140433,2.61317E+12,1.03E+22,8.607621,1738319.667,5411881.333,-24362.39333,37946940644,59.73828125,2.75136E+14
140628,2.61658E+12,1.82E+21,8.106614,2496156.333,6653263.333,-41172.58333,11139017644,36.12207031,3.95849E+13
140801,2.61877E+12,2.81E+22,8.899335,2632758.333,7086485,-43676.82333,92744337758,102.6118164,1.36E+15
140981,2.62255E+12,2.10E+22,8.814311,2364228.667,6368746.333,-36946.73333,73035573628,86.98681641,7.23472E+14
141160,2.62644E+12,1.91E+22,8.787921,2618858.667,7007140,-43440.97333,73641918738,101.0107422,7.56216E+14
141245,2.62812E+12,2.64E+21,8.214111,2562423.333,6717675.667,-23362.26667,15208011443,37.10302734,5.73854E+13
141510,2.63223E+12,2.77E+22,8.895123,1731030.333,5424344,-28043.56,81919825267,71.56787109,8.27309E+14
141667,2.63419E+12,2.39E+22,8.851973,2607688.667,6978141.333,-46642.48667,85025038395,78.97167969,1.08E+15
141693,2.63482E+12,1.10E+22,8.626473,2460331.333,6552933.667,-32778.50667,40664920979,46.24365234,3.97095E+14
141923,2.64026E+12,5.11E+21,8.405457,2549807.333,6745561,-34353.27667,23887374417,39.55957031,1.55699E+14
142059,2.64183E+12,1.88E+22,8.783146,2650205.333,7041654.667,-29987.95333,71233811435,78.49316406,7.64374E+14
142197,2.64465E+12,6.51E+21,8.475765,2492079.333,6644138.333,-41161.48,30450872476,40.16308594,2.10621E+14
142440,2.64793E+12,3.00E+22,8.918104,2416736.667,6397686.333,-19580.12667,94823585753,102.0332031,1.10E+15
142577,2.64975E+12,2.74E+22,8.891685,2644881.667,7027563.333,-31121.84333,1.00098E+11,132.1655273,1.12E+15
142594,2.64997E+12,9.04E+21,8.570699,2079628.667,5846532.333,-29694.04,37726163372,86.09326172,2.39265E+14
142618,2.65119E+12,1.87E+21,8.114646,1931845.667,5395259.333,-5027.402,10580869380,32.42773438,8.15746E+13
142720,2.65445E+12,1.46E+21,8.043025,1773390,5396571.333,-17703.36333,9030589474,40.15722656,3.84142E+13
142905,2.6567E+12,6.96E+21,8.495066,2478423.333,6554601.333,-24459.10667,30483851656,36.20605469,2.1026E+14
142969,2.65734E+12,8.71E+21,8.55988,1860962.333,5515702,-18929.26333,28904710960,39.17041016,1.8826E+14
143005,2.65786E+12,2.59E+22,8.875643,2632080,6988989.667,-33221.47667,93105860882,95.96875,1.06E+15
143272,2.66404E+12,4.57E+21,8.373389,2496952.667,6602791.333,-27029.51333,23235638002,52.625,1.25092E+14
143390,2.66532E+12,1.35E+22,8.687715,2683495,7222631,-44380.19667,53053173101,80.45507813,6.26535E+14
143463,2.66614E+12,9.75E+21,8.592711,2548321.333,6761967,-38837.19667,38273533951,47.42529297,3.56163E+14
143531,2.66745E+12,1.28E+22,8.670741,2383200.333,6436395.667,-43079.55,49434065761,65.07324219,4.41178E+14
143549,2.66779E+12,9.22E+21,8.576399,1636293.333,5322301.667,-27769.71333,35395390263,45.6875,3.20967E+14
143607,2.66938E+12,2.13E+22,8.818982,1988243,5640653,-15265.51333,55147853083,68.23876953,6.00218E+14
143647,2.67034E+12,1.49E+21,8.048887,2637485.333,7070267,-39327.58333,10893022977,27.95361328,7.50926E+13
143884,2.674E+12,3.40E+22,8.954564,2610765.667,6961692.333,-41761.51,1.16336E+11,98.30273438,1.39E+15
144059,2.67916E+12,1.69E+21,8.086085,2632564.333,7071157.333,-42245.15333,11927132208,34.87890625,8.90494E+13
144141,2.68043E+12,6.23E+21,8.463062,2419076.667,6484773.667,-35766.7,30075743903,50.67822266,1.82049E+14
144163,2.68058E+12,1.73E+22,8.758947,1827327.667,5499188.667,-21669.32,46453261110,48.51953125,5.33158E+14
144283,2.68219E+12,2.95E+22,8.913606,2624114.667,6984819.667,-37215.22667,1.08211E+11,101.7700195,1.14E+15
144285,2.68223E+12,1.47E+22,8.711838,2327530.667,6253549.333,-28405.02667,53035103540,81.32324219,4.86163E+14
144706,2.69074E+12,3.72E+22,8.980036,2658412.333,7154872,-40615.98333,1.29426E+11,173.121582,1.48E+15
144826,2.69492E+12,7.17E+21,8.503534,2369570.333,6349849.333,-29972.75667,27731612620,39.59912109,2.6117E+14
144995,2.69741E+12,1.59E+21,8.066783,1910355,5399495.667,-7376.885,8641410123,42.35107422,7.18169E+13
145061,2.69806E+12,1.02E+22,8.606291,1735272,5421202,-26539.77,37695326746,47.02392578,3.65288E+14
145196,2.69942E+12,3.24E+22,8.940706,2665764.667,7189470.333,-45052.77333,1.11554E+11,132.9819336,1.38E+15
145197,2.69942E+12,2.23E+21,8.16609,2456062.667,6555177.667,-35910.53333,14523935430,28.96533203,5.00827E+13
145376,2.70464E+12,6.55E+21,8.47767,1820007.333,5476708,-18905.70667,25112787656,51.81738281,1.26554E+14
145534,2.7071E+12,2.11E+21,8.149743,1904353,5603242,-22900.56667,11814504006,31.58837891,2.19392E+13
145540,2.70718E+12,3.44E+22,8.957523,2622157,7011608,-41999.66,1.36217E+11,220.5395508,1.16E+15
145547,2.70723E+12,8.66E+21,8.558378,2076238.333,5703372.333,-8762.178333,32416882301,46.35302734,2.89493E+14
145594,2.70891E+12,9.66E+21,8.590078,2209013.667,5921170.667,-11197.64667,31160237608,51.90771484,3.81948E+14
145961,2.71545E+12,1.64E+22,8.743114,2309550.667,6256390,-38394.57667,59118110088,75.76464844,5.49692E+14
146005,2.7158E+12,3.48E+22,8.961458,2588100.667,6892472.333,-43300.23667,1.18422E+11,90.29541016,1.44E+15
146042,2.71646E+12,3.25E+21,8.274355,1731030.333,5424344,-28043.56,16474818513,40.15185547,8.50199E+13
146147,2.72047E+12,4.79E+21,8.387192,2415308,6498083.333,-42389.50333,20545429177,37.3203125,1.62633E+14
146400,2.72392E+12,3.01E+22,8.919074,2658412.333,7154872,-40615.98333,1.10498E+11,145.9638672,1.15E+15
146463,2.72606E+12,3.86E+22,8.990975,1836957,5497157.667,-19647.02667,1.03306E+11,108.1196289,1.03E+15
146634,2.73069E+12,1.09E+22,8.625267,2661290,7174251.667,-43572.37333,45257378293,68.09863281,5.5951E+14
146836,2.73354E+12,2.50E+22,8.865033,2512513.333,6689555,-41400.17333,85945264589,77.11669922,8.84841E+14
146912,2.73641E+12,7.92E+21,8.532388,2379460.667,6410991.667,-38357.10667,32921090385,48.30957031,2.81231E+14
147201,2.7409E+12,2.55E+22,8.871296,2691976.667,7189735.667,-35263.58333,85728767420,108.0825195,1.30E+15
147345,2.74341E+12,3.50E+21,8.295685,2028594.667,5729196.667,-19008.89333,15086564676,32.30908203,9.62603E+13
147387,2.744E+12,1.32E+21,8.0132,1740815,5424105.667,-25860.75667,7977705251,24.23046875,2.168E+13
147430,2.74474E+12,1.40E+22,8.698282,2419076.667,6484773.667,-35766.7,52251663248,65.52832031,4.6397E+14
147663,2.74864E+12,2.21E+22,8.829808,2550364,6788196.667,-43535.62,80290137274,106.7446289,9.24856E+14
147688,2.74909E+12,1.98E+22,8.79847,2264563,6160990.667,-36273.18333,64051658933,70.55126953,7.5833E+14
147984,2.75431E+12,2.19E+22,8.826898,1905949.667,5435797.333,-10370.56,66607012812,73.54492188,7.21176E+14
148040,2.75505E+12,2.10E+22,8.814328,2487972,6635018,-41067.66333,76440007874,93.12646484,6.89779E+14
148121,2.75677E+12,2.07E+22,8.81119,2650814.667,7005767,-26095.33333,73941458875,79.92822266,9.42556E+14
148275,2.7615E+12,1.28E+21,8.004054,2566281,6781430.667,-33071.83333,9272422380,31.96337891,3.14364E+13
148526,2.76439E+12,1.77E+22,8.765189,2649252,7078404.667,-33981.16333,65822724065,67.39501953,8.17956E+14
148636,2.76589E+12,1.78E+22,8.766142,2537416,6734129,-38646.25667,66828788258,89.07666016,5.85178E+14
148944,2.7719E+12,6.17E+21,8.460283,2099985,5850335,-24602.03667,23896957739,43.32519531,1.94134E+14
149003,2.77246E+12,1.99E+21,8.13274,1967193,5413073.667,-3466.107,10279285564,34.61816406,9.78606E+13
149012,2.77256E+12,1.73E+22,8.758159,2628135.667,7005424,-37696.31,65085262174,60.37255859,7.75619E+14
149043,2.77282E+12,1.27E+21,8.00301,1749488.333,5396945.333,-20425,7787379289,29.22216797,3.15429E+13
149150,2.77465E+12,1.51E+22,8.719149,2539713,6759894,-43524.39333,60462779098,91.16601563,5.04576E+14
149219,2.77603E+12,1.48E+22,8.714226,2053728.333,5671468.333,-9375.532667,45478198360,74.56640625,4.06007E+14
149342,2.77817E+12,1.81E+22,8.771641,1833315.667,5501048,-20971.03333,54193683021,63.40429688,4.11254E+14
149409,2.77909E+12,6.90E+21,8.492383,2591033,6897639.667,-42503.17,32302257459,52.53320313,2.24283E+14
149483,2.77996E+12,2.67E+22,8.883828,2487035,6390614,-9741.642333,92014979226,125.4516602,9.28786E+14
149573,2.78147E+12,1.28E+22,8.672574,2661518.667,7133486.333,-34868.11333,42323351135,45.67480469,7.89478E+14
149669,2.78318E+12,1.46E+22,8.710435,2557098.667,6806918.333,-43527.19667,58486219154,83.02587891,4.64431E+14
149838,2.78789E+12,1.05E+22,8.613832,2605180.667,6939791.667,-41491.39333,39552751658,45.7421875,4.12597E+14
150043,2.79099E+12,1.02E+22,8.604981,2670437.667,7181426.667,-41362,37351797195,37.78027344,6.46072E+14
150099,2.79202E+12,1.14E+22,8.638016,2508688.667,6669459.667,-38000.39333,44837319162,82.61816406,3.63238E+14
150106,2.79213E+12,4.86E+21,8.390907,2441742.333,6512354.667,-31427.28667,22046333722,33.640625,1.53111E+14
150129,2.79293E+12,1.15E+22,8.640896,1675284.333,5346740.667,-23414.09333,43613899497,69.90429688,4.23713E+14
150252,2.79635E+12,1.68E+22,8.750835,2632564.333,7071157.333,-42245.15333,63484932670,70.04833984,6.59454E+14
150633,2.80161E+12,7.20E+21,8.504894,2641478,7120206.333,-42686.33333,29072383703,48.05908203,4.80686E+14
150774,2.8031E+12,2.56E+22,8.871778,2470062,6581760,-35798.25667,91122878107,84.57226563,8.63664E+14
150826,2.80422E+12,8.33E+21,8.546978,2614102,7008004,-46657.06333,31558219100,40.85302734,3.16969E+14
150916,2.80662E+12,1.47E+22,8.711455,1967938.333,5427872.667,-5497.164667,44274528601,61.96484375,4.24064E+14
151029,2.80903E+12,6.27E+21,8.46476,2636168.667,7106662,-43763.19,27028034563,39.64794922,2.83216E+14
151097,2.81014E+12,1.62E+22,8.739784,2264846.667,6177740.667,-40917.40333,58601377512,58.84228516,5.45751E+14
151168,2.81123E+12,1.92E+22,8.789028,2590292.667,6887776.333,-40953.94333,76824213025,130.8701172,6.30238E+14
151412,2.81585E+12,1.62E+22,8.739024,2618295.667,6991639.667,-41761.13667,55978788398,61.18554688,8.3678E+14
151446,2.81631E+12,5.80E+21,8.442328,2084969,5728928,-10006.808,24035298045,60.08203125,1.61395E+14
151676,2.81995E+12,2.56E+22,8.87247,2582509,6803039.333,-28990.17,93314655356,113.1513672,8.49326E+14
151685,2.82017E+12,1.28E+21,8.003823,1900294.333,5606952,-24601.90667,8279170404,25.57275391,1.06982E+13
151847,2.82385E+12,1.62E+22,8.739177,2637809.667,7101224.333,-42269.74667,58257122490,57.07324219,7.79137E+14
151922,2.82585E+12,1.15E+22,8.640223,1737308.333,5405472,-23549.08333,44451097582,57.87011719,4.15769E+14
151947,2.8265E+12,2.37E+21,8.183419,1821316.667,5482232.667,-19541.37,13843790905,43.84375,2.91805E+13
152252,2.83021E+12,2.49E+22,8.864124,2479160,6599748.667,-35757.49,92038278558,117.4892578,8.2108E+14
152363,2.83241E+12,1.09E+22,8.62579,2653288.333,7112982.333,-35800.63667,38872048966,44.34228516,6.63439E+14
152395,2.83325E+12,1.45E+22,8.708478,2172624.667,6006232.667,-43582.93333,50624140146,60.08642578,5.49621E+14
152586,2.83679E+12,2.21E+21,8.16306,1958744.333,5408411,-3677.729333,10456204529,37.00146484,8.75964E+13
152629,2.83711E+12,1.15E+22,8.640718,2605163.333,6968495.333,-46614.84333,50855871330,74.26367188,3.93238E+14
152783,2.83954E+12,2.36E+22,8.849064,2379118.667,6421928.333,-41460.36333,84318056738,93.15429688,7.93253E+14
152854,2.84136E+12,7.85E+21,8.529978,2305078.667,6247124.333,-38267.90667,29863616224,48.390625,2.95737E+14
152877,2.84176E+12,1.17E+22,8.6451,2664718,7142368.667,-35182.78,41720891656,42.06738281,7.13937E+14
153172,2.8469E+12,1.84E+22,8.77639,2618206,6915518.667,-29955.27667,67970387701,83.25341797,6.97795E+14
153268,2.8487E+12,4.80E+22,9.054349,1780618.333,5389783,-16094.60667,1.04463E+11,95.26806641,1.56E+15
153472,2.85197E+12,1.15E+22,8.641568,2524616,6629786,-21574.44333,44765512969,64.00683594,3.72786E+14
153547,2.85312E+12,1.33E+22,8.68361,2670947.667,7117548.667,-27962.43333,43248954560,50.53369141,9.09275E+14
153764,2.85676E+12,1.86E+22,8.779401,2554130,6754494,-33996.13333,63003513109,68.19628906,7.60836E+14
153772,2.85678E+12,3.08E+21,8.258619,1680249.333,5292476,-16191.35333,16566336547,51.12451172,8.9993E+13
153974,2.86106E+12,7.72E+21,8.524987,2326363,6308932.333,-43424.89,31713419295,57.37207031,2.59155E+14
154025,2.8616E+12,1.27E+22,8.670206,2657908,7097637.667,-31484.39333,45751348612,59.25976563,6.69234E+14
154158,2.86345E+12,1.18E+22,8.647042,2492079.333,6644138.333,-41161.48,47255116995,64.46337891,3.60272E+14
154210,2.86452E+12,8.67E+21,8.558562,2571264,6844230.667,-43037.50333,38028745089,84.12451172,2.90277E+14
154279,2.8665E+12,7.10E+21,8.500971,2200947,6058926.667,-43274.43,30968677960,66.46191406,1.98333E+14
154280,2.8665E+12,3.46E+21,8.292376,2199871.333,6025288.667,-34141.37333,19616886717,25.47900391,1.13475E+14
154311,2.86746E+12,7.16E+21,8.503169,1724283,5393583,-23888.86,29315659616,67.35009766,2.45257E+14
154313,2.86746E+12,2.36E+21,8.181359,1893801.333,5506851.333,-14008.26667,13095727287,22.24658203,3.79248E+13
154580,2.87103E+12,8.42E+21,8.55016,2500092.333,6667820.667,-42877.50667,34993644305,53.85888672,2.72034E+14
154617,2.87141E+12,2.19E+22,8.827545,2626706,7010822,-39167.12,74841214094,61.73291016,1.04E+15
155047,2.87839E+12,3.14E+22,8.931343,2478423.333,6554601.333,-24459.10667,1.20742E+11,153.7290039,9.86632E+14
155244,2.88289E+12,1.18E+22,8.647182,2652902.333,7162088,-44765.49,41557342166,43.50488281,7.46756E+14
155277,2.88333E+12,4.64E+21,8.377565,2287296.667,6227928.667,-42701.66,21400171345,56.98388672,1.36478E+14
155355,2.88469E+12,2.17E+21,8.157432,1898241,5386914.333,-6338.616,10034877083,26.07666016,1.15146E+14
155391,2.88502E+12,1.04E+22,8.611666,1735272,5421202,-26539.77,39992435862,56.81591797,3.27246E+14
155562,2.88715E+12,1.19E+22,8.649862,1810577.667,5479244,-20959.96333,39908556530,45.14550781,2.2715E+14
155591,2.88746E+12,2.60E+22,8.876563,2508688.667,6669459.667,-38000.39333,89997117052,83.95117188,9.24167E+14
155616,2.88835E+12,3.07E+21,8.258066,2111693.333,5700474.667,-4641.121333,14629738909,46.19140625,6.77985E+13
155698,2.8906E+12,7.86E+21,8.530194,2660557.333,7138796.333,-36342.86,32577458113,53.15234375,3.80698E+14
155958,2.89523E+12,1.38E+22,8.693839,2627210.333,7041221.667,-42465.43,58650764675,91.05029297,4.91086E+14
156097,2.89729E+12,2.19E+22,8.82752,2075289.333,5800207,-20682.96667,71671227079,103.6518555,7.66003E+14
156101,2.89732E+12,2.03E+22,8.804928,2519500,6453450,-9711.660333,74788936888,76.50097656,6.63039E+14
156141,2.89796E+12,6.90E+21,8.492487,2696779.333,7250297.333,-43005.53333,29681548939,63.05566406,3.60855E+14
156257,2.90157E+12,5.22E+21,8.411541,1731030.333,5424344,-28043.56,23365944340,56.50976563,1.6397E+14
156358,2.90309E+12,2.14E+22,8.819775,2640762.667,7007999.667,-31073.21,81235327088,79.70214844,7.80908E+14
156572,2.9077E+12,1.31E+22,8.678574,2508269.667,6686031.333,-42957.79,52919040036,67.50537109,4.22881E+14
156642,2.90889E+12,2.98E+21,8.249789,2686124.333,7211568,-41542.46,15682908958,34.00244141,1.61925E+14
156654,2.90901E+12,1.89E+21,8.118186,1871560,5504015.333,-16129.66333,10648197308,35.07080078,2.58942E+13
156809,2.91114E+12,2.00E+22,8.800714,2625355,7031419.333,-42559.58667,70500032507,71.25585938,7.96657E+14
156921,2.91385E+12,1.41E+22,8.698543,2260334.667,6168711.333,-40983.70333,57080749613,95.53710938,4.73508E+14
156941,2.91445E+12,1.06E+22,8.617627,1647049.333,5326426.333,-25687.83667,42362015740,90.75537109,3.22681E+14
157024,2.91593E+12,1.49E+22,8.715954,2030184,5741118.667,-20901.31667,44442233172,66.36572266,4.35119E+14
157042,2.91617E+12,3.33E+21,8.281512,2684110.333,7196476.333,-39468.30667,17425433786,31.16113281,1.74217E+14
157246,2.91933E+12,3.30E+22,8.945407,2470062,6581760,-35798.25667,1.09926E+11,124.8212891,1.22E+15
157431,2.92464E+12,1.94E+22,8.791363,1851895.667,5507351.667,-19101.30333,56984064500,47.03417969,4.16786E+14
157639,2.92709E+12,2.33E+22,8.845443,2619150.333,6964738.667,-37106.37,85849947110,103.3007813,1.05E+15
157660,2.92731E+12,2.55E+21,8.2046,2400467.667,6454688,-37646.64667,14373922000,35.92919922,6.523E+13
157689,2.92792E+12,6.58E+21,8.478901,2479333.667,6605476,-37424.47,28985152978,52.20996094,1.99496E+14
157791,2.93102E+12,1.01E+22,8.6043,2238028,6129803,-43012.95,39085965093,51.43896484,3.59413E+14
158156,2.93602E+12,4.63E+22,9.043949,2383286.667,6430962,-41449.26,1.6615E+11,202.7597656,1.65E+15
158539,2.94391E+12,1.99E+22,8.798841,1872356.333,5393970,-9113.845333,59974348518,61.78857422,7.05127E+14
158555,2.944E+12,3.30E+22,8.945526,2553736.333,6797425,-43534.07333,1.1918E+11,113.7167969,1.35E+15
158663,2.94884E+12,5.12E+21,8.406408,2409707,6466838.333,-35924.19667,23798530272,50.51611328,1.55021E+14
158818,2.95097E+12,1.62E+21,8.073611,2066251,5702969.667,-10020.485,8737454591,33.10546875,4.38984E+13
158983,2.95295E+12,3.44E+22,8.957662,2650328,6970261,-22718.99667,1.16949E+11,109.1152344,1.35E+15
159623,2.96235E+12,3.41E+22,8.954766,2638586.333,6998262.667,-30963.74,1.12048E+11,94.14404297,1.50E+15
159714,2.9639E+12,3.35E+22,8.950388,2155230.333,5974333,-42152.15667,1.0919E+11,148.2490234,1.16E+15
159717,2.9639E+12,1.78E+22,8.766791,2119458.667,5868981.667,-24113.3,56957621592,97.15625,5.09011E+14
160034,2.97043E+12,3.04E+22,8.921952,2546855.667,6778638,-43541.64667,1.09235E+11,96.64501953,1.19E+15
160041,2.97049E+12,3.02E+22,8.920339,1863614.667,5521791,-19294.72,79030882653,76.17724609,8.84402E+14
160207,2.97633E+12,5.24E+21,8.412948,2464409.333,6539323.667,-27094.97333,25150440432,47.90966797,1.55931E+14
160397,2.97872E+12,2.07E+22,8.810685,2605478,6919171.333,-37607.77,71143467567,80.49658203,9.8567E+14
160476,2.98039E+12,1.20E+22,8.652368,2479755,6622465,-42598.68333,44746647517,57.98193359,3.99996E+14
160879,2.98704E+12,2.44E+22,8.858445,2582812.667,6832628,-33998.78667,88331232044,99.16552734,1.07E+15
160943,2.98808E+12,1.84E+22,8.776098,2394658,6388497.667,-25923.03333,71026167375,105.6333008,5.74249E+14
161019,2.99072E+12,2.55E+21,8.20421,1735272,5421202,-26539.77,12851240551,30.43554688,6.73561E+13
161326,2.99488E+12,1.60E+22,8.735186,2580514,6865884,-42092.50333,58870915176,62.81445313,5.91819E+14
161332,2.99502E+12,1.12E+22,8.633986,2656001,7087656,-31492.47667,40034209405,48.04150391,6.46375E+14
161344,2.99526E+12,8.26E+21,8.544737,1825067,5493470.667,-20930.48333,26158407492,46.91015625,2.11391E+14
161354,2.9954E+12,8.71E+21,8.560089,2316724.333,6173791.667,-17291.66333,37382439859,67.74902344,2.34361E+14
161492,2.99832E+12,7.74E+21,8.525731,2483907.667,6614955.333,-37455.57333,32168474515,40.36767578,2.4102E+14
