,t0,m0,mw,x,y,z,area,dt,te
135348,2.96786E+12,5.66E+21,8.435207,2643853.333,7129146.667,-42898.84667,25691656217,40.21044922,3.40467E+14
135528,2.97133E+12,2.21E+22,8.82934,2646745.333,7037339,-31202.58,79671114735,88.01660156,8.5804E+14
135631,2.97428E+12,2.91E+21,8.242315,1733931.333,5415020.333,-25745.58667,14219818803,32.49804688,9.17282E+13
135711,2.97566E+12,9.18E+21,8.575106,2359315.333,6381804,-43203.87,36104986234,65.53125,3.14883E+14
135754,2.9762E+12,6.20E+21,8.461556,2698783.667,7162299,-26785.82,27707028011,33.79589844,3.57581E+14
135988,2.97918E+12,2.91E+22,8.909736,2415102.667,6492593.667,-40644.97,1.05277E+11,146.769043,9.66086E+14
135998,2.97953E+12,1.27E+22,8.668108,2158209,5965890.333,-37758.58667,42936810169,60.38867188,4.8049E+14
136012,2.97988E+12,1.70E+22,8.754214,1828836,5489486.333,-19558.13,53679094613,68.33105469,4.2153E+14
136155,2.98438E+12,9.49E+21,8.58478,2704973.667,7217412,-36236.69,37269066699,50.65478516,5.71831E+14
136332,2.98767E+12,2.53E+22,8.868187,2580514,6865884,-42092.50333,92220216259,105.6762695,8.91695E+14
136365,2.98862E+12,5.90E+21,8.447103,1711993.667,5340909,-16659.15667,24664322888,42.57128906,1.82015E+14
136411,2.99012E+12,6.67E+21,8.482849,2273813,6195626,-40956.95667,25871541963,39.54443359,2.4363E+14
136507,2.99277E+12,1.18E+22,8.64874,2668746.667,7109327,-27682.42667,46596794673,62.95361328,6.83795E+14
136583,2.99471E+12,9.02E+21,8.570025,2428863,6519033,-40827.90333,38649241593,73.33886719,2.7506E+14
136620,2.99537E+12,1.77E+22,8.765687,2590292.667,6887776.333,-40953.94333,70723127992,78.35644531,5.78794E+14
136683,2.99864E+12,6.54E+21,8.476861,1814110,5469988.333,-19000.06,26491548503,42.33203125,1.62273E+14
