,t0,m0,mw,x,y,z,area,dt,te
111597,2.452E+12,1.17E+22,8.644899,2460764,6564063,-35900.55,46470093492,58.79150391,3.86619E+14
111761,2.45524E+12,2.79E+22,8.896984,2545863.667,6789792.333,-46738.57,99754024556,117.4916992,1.11E+15
111783,2.4568E+12,3.80E+21,8.320222,1828836,5489486.333,-19558.13,16929966564,32.32470703,9.45122E+13
111885,2.4599E+12,1.56E+21,8.062271,2466187,6589462.667,-40866.97667,10019042338,28.14355469,4.54686E+13
112096,2.46341E+12,2.91E+22,8.908873,2631601.667,7025114,-38043.77667,1.0331E+11,109.3398438,1.24E+15
112109,2.46362E+12,7.15E+21,8.502686,2442734.667,6545219.333,-40950.35667,30984303210,49.92626953,2.14986E+14
112175,2.46544E+12,3.39E+21,8.287192,1745169,5420703,-24493.90333,16445436951,26.77539063,8.43967E+13
112209,2.46667E+12,3.42E+21,8.289663,2081074.333,5851850,-31106.64333,15069878639,34.79541016,1.22884E+14
112315,2.46916E+12,1.96E+21,8.128068,2637809.667,7101224.333,-42269.74667,12876034373,28.41894531,1.08988E+14
112446,2.4709E+12,1.81E+22,8.771427,2614102,7008004,-46657.06333,73723783719,86.59179688,6.1785E+14
112511,2.47184E+12,1.20E+22,8.652397,2304957.667,6274977.333,-46587.47667,46132233700,59.20117188,4.08865E+14
112545,2.47259E+12,3.17E+22,8.933762,1892260,5614272,-28506.53333,87897341804,116.5092773,7.11846E+14
112587,2.4732E+12,3.78E+21,8.318138,2720464.333,7234172.667,-33626.89,19161240285,39.3046875,2.33561E+14
112609,2.47346E+12,1.04E+22,8.611779,2479727.667,6616969.333,-40799.35667,42815165318,60.2265625,3.13659E+14
112742,2.47783E+12,1.53E+21,8.05558,2543847,6763807,-42021.83,9956283113,39.09130859,3.84901E+13
112750,2.47793E+12,1.54E+21,8.057973,2204638,6034468.667,-33899.82667,9285048192,35.50341797,8.40113E+13
112804,2.47862E+12,1.93E+21,8.12428,1740815,5424105.667,-25860.75667,10580548131,22.25927734,4.94072E+13
112833,2.47888E+12,2.16E+22,8.823245,2625695,7046679,-43858.98667,78150773920,79.05175781,8.69175E+14
112943,2.48248E+12,1.09E+22,8.623891,2545411.667,6747140.667,-37201.41333,44177680756,63.26513672,3.49848E+14
113039,2.48474E+12,2.35E+21,8.180224,2396261.333,6457028.333,-40831.56667,13511512499,33.06445313,5.19735E+13
113104,2.48602E+12,7.50E+21,8.516576,2255623.333,6148650,-37959.61,32017989599,68.73095703,2.42821E+14
113124,2.48635E+12,2.09E+22,8.812833,2623858.667,7021595.333,-42277.97667,81054778686,102.230957,8.71843E+14
113400,2.49216E+12,9.05E+21,8.571073,1882639.333,5493223.333,-14233.21333,35839228049,59.48632813,2.79312E+14
113487,2.4929E+12,1.57E+22,8.731153,2516466.667,6704243.667,-43003.32333,54687428235,53.70458984,5.55386E+14
113494,2.49292E+12,1.01E+22,8.602151,2151832,5957452.667,-37833,32775666186,39.84814453,4.29984E+14
113551,2.49411E+12,1.03E+22,8.607678,2379460.667,6410991.667,-38357.10667,41896164481,78.0625,3.30706E+14
113596,2.49506E+12,2.10E+22,8.815432,2623877.667,7036796.333,-44022.91,70047733695,60.49707031,1.04E+15
113914,2.50256E+12,3.44E+22,8.957493,2516466.667,6704243.667,-43003.32333,1.2575E+11,145.6713867,1.28E+15
114071,2.50814E+12,1.37E+21,8.024866,2651649.333,7136600.667,-40282.48,9094390843,25.18017578,7.05256E+13
114179,2.50944E+12,2.70E+21,8.22083,1735272,5421202,-26539.77,13337655258,34.609375,9.23413E+13
114284,2.51071E+12,3.85E+22,8.990301,2560979.333,6810922.667,-42114,1.43283E+11,135.1396484,1.37E+15
114338,2.51363E+12,1.10E+22,8.627117,1855860.333,5467736.333,-13971.48667,38046865126,41.52001953,2.76629E+14
114364,2.51479E+12,4.11E+21,8.342663,1677920.667,5362955.333,-26322.53667,21318033644,55.13476563,1.04589E+14
114678,2.51971E+12,2.39E+22,8.852733,2563929,6825847.667,-43500.20333,86660173905,83.16162109,8.52832E+14
114684,2.51971E+12,1.15E+22,8.641286,2708248.667,7185672,-29356.12,39549144143,36.35595703,7.35154E+14
114723,2.52052E+12,1.81E+22,8.771593,2260013.333,6107515,-25184.82,62481355102,61.37011719,6.14786E+14
114940,2.52691E+12,1.90E+22,8.785364,2620334,7001833.667,-41826.48333,78131949634,85.42871094,7.13582E+14
114953,2.52715E+12,6.43E+21,8.472179,2014945.667,5682487.333,-15133.46333,25032991163,36.50195313,2.41448E+14
115114,2.53008E+12,6.88E+21,8.491553,1813343.667,5397600,-14676.60333,26480566319,51.72802734,2.28433E+14
115164,2.53139E+12,2.39E+22,8.851847,2447874,6559518,-42707.30333,76364746992,62.00683594,8.99738E+14
115313,2.5357E+12,2.46E+22,8.860836,2618858.667,7007140,-43440.97333,78958769980,68.80810547,1.23E+15
115629,2.54169E+12,4.38E+21,8.360656,1647049.333,5326426.333,-25687.83667,22441776006,53.26220703,1.2299E+14
115762,2.54324E+12,3.48E+22,8.961447,2496973,6608617.333,-28393.97333,1.27895E+11,138.331543,1.27E+15
115907,2.54844E+12,1.36E+22,8.689211,1884265,5509036.333,-15124.87667,47307798899,62.28808594,3.58403E+14
116064,2.55051E+12,2.63E+22,8.87999,2557098.667,6806918.333,-43527.19667,1.0233E+11,107.9121094,1.01E+15
116108,2.55189E+12,2.66E+22,8.883431,2379118.667,6421928.333,-41460.36333,91416181019,119.9912109,9.22779E+14
116240,2.55565E+12,7.55E+21,8.518509,2456322.333,6560754.333,-37551.01,29870420345,39.02880859,2.50768E+14
116364,2.55856E+12,2.82E+22,8.900008,2610765.667,6961692.333,-41761.51,97725140202,81.33056641,1.24E+15
116564,2.56398E+12,6.54E+21,8.477095,1737308.333,5405472,-23549.08333,29726732378,43.01318359,1.72432E+14
116801,2.56706E+12,2.31E+22,8.8427,2611803.333,6949957.667,-39118.72667,77181708736,69.57373047,1.16E+15
116803,2.56707E+12,1.81E+22,8.771102,2573717,6738153.333,-22498.23333,65859238943,89.51318359,6.06621E+14
117012,2.57368E+12,4.73E+21,8.383104,1814757.667,5475266.667,-19577.17667,18125871797,25.63964844,1.21588E+14
117078,2.57445E+12,2.31E+22,8.842625,2583571.333,6880887,-43516.26333,88168549497,104.0991211,9.06233E+14
117142,2.57658E+12,7.77E+21,8.527016,2474200.333,6573992.667,-31134.70333,32664939672,49.05126953,2.36111E+14
117407,2.58124E+12,1.60E+22,8.736207,2098534.667,5844448.333,-23342.91333,56330996253,93.21777344,4.77548E+14
117471,2.58164E+12,2.50E+21,8.19812,1740815,5424105.667,-25860.75667,13220376250,27.01416016,5.59315E+13
117584,2.58272E+12,6.60E+21,8.479561,2582588,6842627.667,-36055,28025369219,49.85742188,2.34082E+14
117592,2.58275E+12,6.82E+21,8.48903,2579531.333,6768190.667,-24798.86,27732370478,49.3828125,2.50998E+14
117683,2.58427E+12,2.84E+22,8.90206,2237927.667,6124352,-41323.41667,97081108158,106.7182617,1.01E+15
117730,2.5851E+12,1.75E+22,8.76253,2675220.333,7191177.667,-41691.06667,52786779234,51.45361328,1.14E+15
117967,2.59075E+12,1.34E+21,8.018504,1880559.667,5512302,-15815.71667,8495616049,26.46533203,2.66169E+13
118041,2.59168E+12,2.40E+22,8.853494,2565446.667,6809131.667,-39042.84,91358234686,99.98486328,8.55678E+14
118094,2.59341E+12,1.30E+22,8.675234,1658473.333,5336081.333,-24956.16,51968969448,90.90527344,2.98355E+14
118170,2.59524E+12,7.11E+21,8.501164,2456998,6571838.333,-40961.03333,27048951458,35.05175781,2.42079E+14
118194,2.59609E+12,3.09E+21,8.259824,2693016,7204799.333,-37951.57667,16605458684,43.34814453,1.66766E+14
118376,2.60029E+12,2.41E+22,8.855212,2620723.667,7017033,-43629.56,81020405374,78.40527344,1.03E+15
118500,2.60292E+12,9.70E+21,8.591241,2392505,6464763.667,-45904,38749515714,54.92480469,3.63749E+14
118563,2.60492E+12,9.74E+21,8.592235,2488033.333,6607130.333,-32685.18667,37869920568,39.69775391,3.47759E+14
118722,2.60796E+12,2.29E+22,8.840166,2644100.667,7063725.333,-35160.60333,81132319452,79.20361328,1.07E+15
118842,2.61166E+12,9.68E+21,8.590539,1874329,5510052.667,-16383.77333,38648964152,59.05615234,2.75053E+14
119019,2.6143E+12,1.52E+22,8.72195,2500483.667,6651334.333,-37883.42333,59505853783,73.67285156,5.02769E+14
119107,2.61623E+12,1.69E+22,8.752716,2612828.333,6944695.333,-37548.35,61528376889,63.76757813,7.81324E+14
119135,2.61683E+12,1.69E+21,8.084571,2018716.333,5730478,-21219.01,8847200864,24.95849609,6.04708E+13
119155,2.61714E+12,4.35E+21,8.35888,2396261.333,6457028.333,-40831.56667,20854552549,39.30224609,1.46453E+14
119373,2.62191E+12,2.89E+22,8.906764,2224362.667,6102936.667,-42915.85333,85539798780,67.73339844,1.09E+15
119377,2.622E+12,1.13E+22,8.635134,2582509,6803039.333,-28990.17,46171694032,69.02441406,4.15015E+14
119578,2.62513E+12,1.75E+22,8.762844,2696194,7173259.667,-30082.36333,56873287958,54.98193359,9.58691E+14
119590,2.62545E+12,7.18E+21,8.504104,2462415.667,6597062.333,-46158.18333,30946980717,57.71435547,2.10808E+14
119762,2.63005E+12,1.43E+22,8.703619,2590595.667,6828417,-29393.87333,52750916409,63.35498047,5.41514E+14
119793,2.63073E+12,1.68E+22,8.750772,1740815,5424105.667,-25860.75667,58486522224,55.8125,4.59172E+14
119831,2.63177E+12,5.68E+21,8.436189,1888295.333,5617879.667,-30694.63667,23741273560,52.08496094,1.58861E+14
119952,2.63386E+12,5.16E+21,8.408292,2639949,6992888.667,-29582.02333,24098355094,54.11474609,1.46723E+14
119977,2.63415E+12,8.84E+21,8.564307,2664253.667,7123648.333,-32019.33,31430109239,34.67431641,5.43606E+14
119985,2.63421E+12,1.24E+22,8.661592,2391670.667,6448144,-41137.93,50782429520,70.66455078,3.97235E+14
120084,2.63819E+12,1.41E+22,8.700422,2583571.333,6880887,-43516.26333,60342044647,71.55029297,4.80748E+14
120396,2.64425E+12,2.03E+22,8.805319,2639274,7080178,-39378.27,67906292966,56.92431641,1.11E+15
120404,2.64431E+12,6.47E+21,8.473936,2496973,6608617.333,-28393.97333,29646048151,51.74267578,1.82329E+14
120508,2.64709E+12,9.95E+21,8.598559,2532654.667,6741557.667,-43374.12,35959170398,39.68212891,3.91632E+14
120524,2.64768E+12,6.71E+21,8.484466,1837755,5395642.333,-12374.33,28975100326,69.10253906,1.99235E+14
120615,2.64982E+12,1.61E+22,8.738168,2264846.667,6177740.667,-40917.40333,61195355947,81.35693359,5.38728E+14
120621,2.64982E+12,5.16E+21,8.408402,2367438.333,6394897.667,-41587.31667,22274648538,29.30224609,1.72995E+14
120771,2.65297E+12,2.04E+22,8.805749,2637809.667,7101224.333,-42269.74667,67250873279,74.81640625,9.81854E+14
120821,2.65444E+12,1.40E+22,8.697676,2492375.333,6627628,-35986.98,55102530572,62.59814453,4.40815E+14
121181,2.66268E+12,3.48E+22,8.961328,2607590,6951101.667,-42040.28333,1.15454E+11,95.68359375,1.59E+15
121244,2.66524E+12,6.18E+21,8.460665,1809073.667,5392778.667,-14443.27667,25813398649,37.91943359,1.9624E+14
121281,2.66626E+12,9.32E+21,8.579727,2387320.333,6439634.667,-41296.35333,38610129181,55.81005859,3.02271E+14
121328,2.66767E+12,1.45E+21,8.039959,2644603.333,7110113.333,-39696.8,12757522753,49.23486328,5.21858E+13
121469,2.66996E+12,1.16E+22,8.642721,1804640.333,5472756.333,-21007.68667,38444282415,44.64453125,3.02069E+14
121558,2.67124E+12,3.32E+22,8.947517,2565446.667,6809131.667,-39042.84,1.14677E+11,94.25683594,1.34E+15
121606,2.67337E+12,3.91E+21,8.327761,2172624.667,6006232.667,-43582.93333,18310403359,38.73681641,1.16734E+14
121620,2.67404E+12,4.55E+21,8.37209,2023890,5732587.667,-20533.12,21160122486,54.28417969,1.18387E+14
121863,2.67869E+12,1.52E+22,8.72161,2450966,6496389,-23749.10667,68125359269,109.359375,4.28048E+14
121893,2.67906E+12,4.10E+21,8.34177,2603687,6854325.667,-27456.57,20833887755,54.92382813,1.22763E+14
121908,2.67936E+12,1.42E+22,8.701106,2644410,7094881.333,-38094.71,47595328140,44.46533203,7.83831E+14
121964,2.68152E+12,2.79E+21,8.230731,1828076,5392065,-12812.38667,12760503007,24.68261719,8.23297E+13
122362,2.68758E+12,3.50E+22,8.962997,2607688.667,6978141.333,-46642.48667,1.21041E+11,110.375,1.37E+15
122416,2.6901E+12,2.33E+22,8.845223,2411807.667,6265670,-10492.49,75097161663,72.84863281,8.10365E+14
122618,2.69475E+12,6.94E+21,8.49418,1871977.667,5474720,-13564.42667,27311361250,45.84960938,2.05119E+14
122625,2.69477E+12,3.97E+21,8.332224,1693449,5388687,-29233.01667,19729723559,28.27636719,1.3312E+14
122867,2.69717E+12,4.10E+22,9.008256,2532654.667,6741557.667,-43374.12,1.2888E+11,96.93457031,1.83E+15
123134,2.70475E+12,2.20E+22,8.828238,2627511.667,7056619,-43704.95667,86611876416,127.7573242,8.76192E+14
123221,2.70666E+12,1.48E+22,8.712612,2508269.667,6686031.333,-42957.79,60533529343,108.4506836,4.40843E+14
123453,2.71199E+12,3.39E+21,8.286575,1788317.333,5383775.667,-14559.82667,15777531911,31.58056641,1.05055E+14
123514,2.71261E+12,2.03E+22,8.805697,2618206,6915518.667,-29955.27667,76065986298,96.06103516,8.7884E+14
123526,2.71264E+12,3.14E+22,8.931312,1874598,5499409.333,-15398.51667,81686955934,96.20458984,7.59913E+14
123752,2.71721E+12,1.35E+22,8.687096,2508269.667,6686031.333,-42957.79,53483978848,84.77929688,4.34391E+14
123858,2.71925E+12,5.68E+21,8.436226,2084072,5748262.333,-12324.52333,21724463692,38.12255859,2.26655E+14
123912,2.72015E+12,1.51E+22,8.719022,2313931.333,6231410.333,-29523.63,56594341689,69.12207031,5.13759E+14
123956,2.72092E+12,2.49E+22,8.863957,2634352,7081058.667,-42263.96,85893765099,69.66650391,1.16E+15
124132,2.72694E+12,1.31E+22,8.67737,2222644.333,6030658,-24414.37333,37014617987,42.08007813,5.75091E+14
124144,2.72706E+12,1.59E+22,8.734242,2530091,6692629.333,-32459.48,63624907867,95.93505859,4.87881E+14
124161,2.72741E+12,1.87E+21,8.115048,1677348.667,5357482.333,-25197.42333,10108222672,15.50537109,5.86217E+13
124169,2.72743E+12,4.58E+21,8.374209,1717122,5406052,-27751.49,19494937547,34.79150391,1.49323E+14
124201,2.72826E+12,1.61E+21,8.071783,1889259,5520567,-15368.26,8894432369,28.03222656,3.21211E+13
124236,2.7292E+12,2.18E+22,8.825303,2637485.333,7070267,-39327.58333,72362452816,60.72705078,1.06E+15
124494,2.73627E+12,2.18E+22,8.825332,2563929,6825847.667,-43500.20333,82133510622,90.49755859,7.58658E+14
124566,2.73772E+12,8.80E+21,8.562867,2648838.667,7127749.333,-40114.30667,31700201917,39.14746094,5.67601E+14
124578,2.73798E+12,1.06E+22,8.616659,2442734.667,6545219.333,-40950.35667,42625276125,64.32177734,3.62733E+14
124877,2.74479E+12,2.65E+22,8.882565,2642618.333,7084740.667,-37985.9,97762475232,134.6425781,8.70821E+14
124922,2.746E+12,2.01E+22,8.801824,1830959,5411661,-14123.16,63921753677,67.66699219,5.71481E+14
124934,2.74646E+12,1.04E+22,8.610435,2317969.333,6274369,-38611.38667,41308068945,74.44726563,3.36751E+14
124954,2.74711E+12,5.36E+21,8.419216,2687374.333,7206051.333,-40110.13333,22605466035,29.18164063,3.59713E+14
125251,2.75289E+12,1.78E+22,8.767177,2455549.667,6544034.667,-32768.53333,71668219919,135.8935547,5.72376E+14
125271,2.75322E+12,1.32E+22,8.681228,2655087,6989486.667,-22713.71,48001456549,51.6875,6.27554E+14
125341,2.75649E+12,4.10E+21,8.341818,2035307.333,5694346.667,-13351.17333,19422557150,37.10498047,1.42191E+14
125439,2.75866E+12,1.42E+21,8.034255,2627511.667,7056619,-43704.95667,10709789337,32.74658203,6.74417E+13
125460,2.7589E+12,1.08E+22,8.622878,2383200.333,6436395.667,-43079.55,38908031570,43.09375,4.02695E+14
125606,2.761E+12,7.34E+21,8.510335,2693732.333,7240252,-42987.88,31522786810,62.90625,4.22116E+14
125647,2.76184E+12,2.48E+22,8.862557,2639274,7080178,-39378.27,87163011980,113.7949219,8.65938E+14
125702,2.76437E+12,5.52E+21,8.428028,1738319.667,5411881.333,-24362.39333,24569204027,50.05859375,1.45887E+14
125761,2.76618E+12,5.77E+21,8.440623,2177311.667,6014631,-43659.41333,24057600878,41.27050781,1.87668E+14
125942,2.76917E+12,1.86E+22,8.779536,2651649.333,7136600.667,-40282.48,67761726868,91.45166016,8.65658E+14
126058,2.77199E+12,1.96E+22,8.794803,2506159.667,6609989,-24632.69333,66860768939,60.9140625,7.27503E+14
126094,2.77336E+12,2.60E+21,8.210451,1664166,5343454.333,-25213.29667,13655719767,26.3359375,8.63649E+13
126329,2.77786E+12,1.75E+22,8.76213,2260055.667,6152039.667,-36360.80667,62095532224,80.06103516,6.16898E+14
126353,2.77816E+12,2.34E+22,8.846176,2607590,6951101.667,-42040.28333,75265478456,76.81396484,1.22E+15
126525,2.78227E+12,1.64E+22,8.74312,2500092.333,6667820.667,-42877.50667,62279095597,75.59960938,5.32204E+14
126744,2.78684E+12,1.98E+22,8.797685,2632758.333,7086485,-43676.82333,70275811753,79.12451172,9.17861E+14
126753,2.78701E+12,1.94E+22,8.792002,1815328.333,5407391.333,-15304.24667,62699484546,82.99755859,5.8354E+14
127030,2.79294E+12,2.39E+22,8.852439,2512418.667,6695128.333,-43048.94,83616109463,74.59179688,8.36956E+14
127147,2.79526E+12,1.80E+22,8.77048,2644313,7012308,-29798.53667,61974785969,51.91992188,9.08499E+14
127306,2.80013E+12,5.80E+21,8.442099,2572559.333,6830121.333,-39201.29,27226134075,45.44824219,1.91843E+14
127347,2.80066E+12,1.70E+21,8.086995,2658412.333,7154872,-40615.98333,11427707487,31.43603516,9.01504E+13
127534,2.80368E+12,1.63E+22,8.74163,2619150.333,6964738.667,-37106.37,58743733104,81.84667969,7.38799E+14
127719,2.80612E+12,1.15E+22,8.641631,1811182.667,5402555.333,-15301.45333,44295271649,45.88232422,3.59546E+14
127771,2.80678E+12,3.28E+22,8.943852,2434392.667,6544110.333,-46298.31333,1.09195E+11,82.09326172,1.17E+15
127960,2.81187E+12,1.94E+22,8.791578,2627511.667,7056619,-43704.95667,75851679757,77.64355469,8.23158E+14
127980,2.81266E+12,3.08E+22,8.925378,2181059.667,6001394.333,-37455.55667,96188982496,139.4619141,1.04E+15
128120,2.81668E+12,1.69E+22,8.751186,2554130,6754494,-33996.13333,66901275049,98.16210938,5.3606E+14
128250,2.82007E+12,1.72E+22,8.756584,2610045,6939874,-38427.46667,61402399569,99.47949219,8.2011E+14
128329,2.82301E+12,2.17E+21,8.15785,1829767.667,5401732,-13639.60333,11260671163,34.32470703,6.93585E+13
128386,2.82413E+12,5.76E+21,8.440383,2363567,6385625.667,-41578.57333,26607875612,58.07421875,1.80863E+14
128445,2.82483E+12,3.69E+21,8.311084,2590578.667,6818486.333,-27796.66667,20590216474,30.89306641,9.69816E+13
128554,2.82654E+12,1.34E+22,8.685539,2534090.667,6707208,-33998.45,47561766724,67.54882813,4.56698E+14
128616,2.82833E+12,1.80E+22,8.770744,2623877.667,7036796.333,-44022.91,61794427570,66.31738281,8.9141E+14
128663,2.83054E+12,1.93E+22,8.790578,1819237.667,5491814.667,-21696.06333,65579410902,67.22851563,5.39919E+14
128688,2.83132E+12,5.26E+21,8.414213,2296190.333,6240146,-41300.96667,24164586441,42.76269531,1.64892E+14
128732,2.83239E+12,6.44E+21,8.47246,2580113.667,6847265,-38380.41667,27260469316,35.72753906,2.36633E+14
129008,2.83682E+12,1.73E+22,8.7579,2644603.333,7110113.333,-39696.8,61077785199,71.98876953,8.84371E+14
129032,2.83751E+12,1.79E+22,8.768748,2544834,6752651.333,-38775.55333,66406873823,86.53320313,6.06452E+14
129246,2.84314E+12,9.96E+21,8.598725,2611777.333,6849932,-23417.79333,40573232187,42.58984375,3.69588E+14
129367,2.84515E+12,1.35E+22,8.687618,2630169,7030475,-39548.41667,49143427609,57.28759766,7.12322E+14
129466,2.84741E+12,1.23E+22,8.659715,2483761.667,6609226.667,-35816.51333,49263823264,52.90478516,3.95573E+14
129522,2.8485E+12,1.17E+22,8.646045,2255331,6132002,-33445.99333,42771156741,52.03320313,4.27539E+14
129534,2.84878E+12,5.42E+21,8.422673,1735272,5421202,-26539.77,23984678354,46.63720703,1.61979E+14
129607,2.85064E+12,9.29E+21,8.578714,2583862.333,6874442,-41892.43333,38926539960,44.97558594,3.19489E+14
129772,2.85387E+12,1.34E+22,8.684857,2630833,7061144.667,-42217.85667,45761922060,47.30517578,7.49407E+14
129891,2.85688E+12,2.83E+22,8.901368,2313492.667,6281931,-43346.6,97551625192,124.4824219,9.88222E+14
129911,2.85755E+12,4.88E+21,8.392164,1653545.667,5334012,-25684.48667,24098981440,38.38085938,1.40066E+14
129940,2.85865E+12,7.07E+21,8.499739,2610467,6919741.333,-34740.96667,29783665414,51.53173828,2.48007E+14
129993,2.86022E+12,3.61E+21,8.304835,2014534.667,5644010.333,-12630.52,16384853432,33.14160156,1.24179E+14
130116,2.86271E+12,1.49E+22,8.715093,2637485.333,7070267,-39327.58333,51102330490,48.67041016,8.25544E+14
130264,2.86588E+12,1.98E+22,8.798079,2508409,6680572.667,-41287.63667,76286078324,88.22802734,6.38935E+14
130629,2.87267E+12,1.67E+22,8.748587,1842145.333,5509035.333,-20977.76333,49124172259,34.08056641,5.46155E+14
130646,2.87277E+12,2.19E+22,8.827391,2720563.333,7177432,-24339.42,73035094212,86.53027344,1.07E+15
130700,2.87354E+12,7.73E+21,8.525531,2429742.667,6535407,-46244.6,33857493462,48.65917969,2.54021E+14
130756,2.87506E+12,9.46E+21,8.584047,2524697.333,6722404,-43034.81,35884688803,48.18554688,3.23949E+14
130825,2.8778E+12,9.21E+21,8.576105,2300643.333,6198930.333,-27994.95,39860035673,56.02929688,2.76883E+14
131278,2.88331E+12,2.26E+22,8.836442,2712465.333,7169207,-24621.34333,72299708294,87.94873047,1.15E+15
131298,2.88367E+12,1.48E+22,8.71305,2474333,6579583,-32630.23,58443654840,61.80615234,4.81626E+14
131306,2.88377E+12,1.19E+22,8.65124,2153143,5963177.667,-39266.79333,40477425981,58.17285156,4.23014E+14
131575,2.89051E+12,1.61E+22,8.738028,2614780.667,6986908,-43334.99333,64404819192,75.01611328,6.07938E+14
131585,2.89062E+12,3.87E+21,8.325513,1731030.333,5424344,-28043.56,18333851464,38.01513672,1.17618E+14
131643,2.89125E+12,1.44E+21,8.038109,2571642.667,6838985.667,-41663.73667,10030540210,40.80224609,3.69946E+13
131862,2.89518E+12,2.68E+22,8.885544,2383286.667,6430962,-41449.26,94363868427,104.8833008,9.38095E+14
132003,2.8981E+12,1.58E+22,8.73195,2655722.333,7140417.333,-39035.53333,56313448472,61.73681641,7.19365E+14
132014,2.89835E+12,4.62E+21,8.376618,1874799.333,5489016.667,-14525.03333,18284127716,21.64599609,1.17881E+14
132389,2.90523E+12,3.11E+22,8.928848,2583862.333,6874442,-41892.43333,1.11431E+11,91.74511719,1.06E+15
132447,2.90667E+12,4.72E+21,8.382927,2735971.333,7157936.333,-17417.73333,18799977588,42.09619141,3.48755E+14
132482,2.9078E+12,4.94E+21,8.395883,2040473,5686175,-11951.82667,21481473766,36.49169922,1.71278E+14
132484,2.9078E+12,3.84E+21,8.323092,1967208,5589085.333,-12571.17667,18815731772,30.66015625,8.79539E+13
132525,2.90833E+12,7.70E+21,8.52437,1745169,5420703,-24493.90333,30915025959,41.58544922,2.27847E+14
132538,2.9087E+12,1.30E+22,8.67662,2264939,6183264,-42518.23667,46680712800,47.02636719,4.96045E+14
132667,2.91151E+12,6.21E+21,8.462033,2670437.667,7181426.667,-41362,28241229928,52.51757813,2.31965E+14
132733,2.91255E+12,1.15E+22,8.641021,2602526.333,6958454,-46584.01,49004989293,111.1206055,3.66652E+14
132887,2.91526E+12,1.62E+22,8.740521,2564514.667,6673171,-16621.16333,62811827986,88.87109375,5.19726E+14
132929,2.91644E+12,5.49E+21,8.426524,2675220.333,7191177.667,-41691.06667,27119419922,41.72851563,3.08717E+14
133008,2.91891E+12,7.72E+21,8.524916,1866303.667,5465749,-13210.73333,28817450157,36.55078125,1.92035E+14
133092,2.92059E+12,1.97E+22,8.796605,2640841.333,7074769.667,-37907.79,73320297734,94.36474609,7.11099E+14
133224,2.92457E+12,9.92E+21,8.5977,2534279,6701664.667,-32551.03,39893522006,54.80566406,3.28776E+14
133243,2.92489E+12,6.22E+21,8.462354,2696194,7173259.667,-30082.36333,26089021200,42.87988281,3.9377E+14
133295,2.92587E+12,7.06E+21,8.499156,2196778.333,6061124.667,-46608.06,26078339382,39.35498047,2.52585E+14
133442,2.92858E+12,1.95E+22,8.793417,2641886,7038349,-33786.19333,70872534870,75.72949219,7.21588E+14
133551,2.93139E+12,3.30E+21,8.278947,1823739,5402204.667,-14201.32667,16003922060,36.07324219,8.76424E+13
133597,2.93232E+12,1.11E+22,8.630756,2326363,6308932.333,-43424.89,45433204468,61.41943359,3.8547E+14
133635,2.9331E+12,6.03E+21,8.453498,2666023.333,7172167,-41114.41667,28065171036,42.97998047,3.35113E+14
133715,2.93442E+12,9.65E+21,8.589717,2501631.667,6600573,-24533.25,38623351242,58.48779297,3.0018E+14
133751,2.93528E+12,1.46E+21,8.042727,1703299.333,5349150,-19059.44333,8367777042,19.75195313,4.57341E+13
133843,2.93685E+12,1.30E+22,8.676501,2617011,6997306.667,-43310.49,48690349088,59.72558594,5.11824E+14
133846,2.93685E+12,4.76E+21,8.38484,2598722.667,6793996.333,-21207.71333,23140863306,27.84570313,1.70636E+14
133928,2.93999E+12,3.63E+21,8.306491,1846692.333,5495333,-17966.47333,16076649660,25.87792969,8.5406E+13
133960,2.94079E+12,7.43E+21,8.514044,2662033.667,7163230.667,-40825.00667,30121661581,38.84912109,4.47479E+14
134250,2.94468E+12,2.95E+22,8.912945,2500202.333,6662364,-41181.32333,1.1233E+11,98.4921875,9.62372E+14
134335,2.94728E+12,3.59E+21,8.303064,1740815,5424105.667,-25860.75667,16988096567,25.28320313,1.01336E+14
134348,2.94762E+12,1.15E+22,8.640738,2017684.333,5633964.667,-11782.39667,42934107378,89.95898438,3.66602E+14
134371,2.94836E+12,4.32E+21,8.356868,1901644,5612523.333,-25419.71333,19318258379,31.13378906,9.33111E+13
134449,2.94946E+12,9.19E+21,8.575661,2682520.667,7201826.667,-41101.08333,35691188081,42.04052734,5.4458E+14
134736,2.9537E+12,1.34E+22,8.685589,2264563,6160990.667,-36273.18333,47403184568,70.78173828,4.63235E+14
134845,2.95481E+12,2.87E+22,8.905312,2591578.667,6919373.333,-46584.36,99034071959,96.00537109,9.98299E+14
134850,2.95485E+12,5.70E+21,8.437012,2396472.667,6424576.667,-32094.66667,25726844963,57.48339844,1.79936E+14
134927,2.95782E+12,8.16E+21,8.541239,2662033.667,7163230.667,-40825.00667,34150254036,46.89746094,4.60246E+14
134957,2.95902E+12,1.14E+22,8.637066,1871560,5504015.333,-16129.66333,38581895305,45.10400391,2.7705E+14
134974,2.95928E+12,3.46E+21,8.292321,1902718,5406079.667,-8572.825667,15747578392,64.33349609,1.32235E+14
134987,2.95951E+12,2.84E+21,8.235269,1653545.667,5334012,-25684.48667,14558254687,27.56591797,8.67E+13
135166,2.96299E+12,2.23E+22,8.831989,2557656.667,6801272,-41947.84333,81192965007,120.4833984,8.21726E+14
135300,2.96638E+12,1.16E+22,8.643991,2483404,6591988,-31084.62,43824990957,63.06396484,4.03798E+14
